company_id,company_name,industry,is_insolvent
COMP_0103,Innovative Med LLC,Real Estate,0
COMP_0104,United Med Group,Financial Services,0
COMP_0105,United Ventures Holdings,Energy,0
COMP_0106,United Tech Group,Telecommunications,0
COMP_0107,Quantum Instruments Ltd,Transportation,0
COMP_0108,Dynamic International Ltd,Hospitality,0
COMP_0109,Vertex Systems Ltd,Construction,0
COMP_0110,Nova Services Group,Construction,0
COMP_0111,Prime Analytics Ltd,Utilities,0
COMP_0112,Horizon Resources Ltd,Telecommunications,0
COMP_0113,Elite Power LLC,Healthcare,0
COMP_0114,Global International International,Energy,0
COMP_0115,Integrated Systems Holdings,Hospitality,0
COMP_0116,Sterling Group Group,Healthcare,0
COMP_0117,Quantum Industries Corp,Telecommunications,0
COMP_0118,United Industries Corp,Financial Services,0
COMP_0119,Apex Med Group,Energy,0
COMP_0120,Innovative Associates Co,Financial Services,0
COMP_0121,Precision Solutions LLC,Agriculture,0
COMP_0122,Titan Holdings Group,Retail,0
COMP_0123,United Partners Inc,Healthcare,0
COMP_0124,Nova Digital LLC,Energy,0
COMP_0125,United Dynamics Group,Agriculture,0
COMP_0126,Paramount Services International,Construction,0
COMP_0127,Global Services Corp,Manufacturing,0
COMP_0128,Vanguard Resources Ltd,Financial Services,0
COMP_0129,Nexus Dynamics International,Construction,0
COMP_0130,Prime International Corp,Construction,0
COMP_0131,Horizon Analytics Group,Energy,0
COMP_0132,Sterling Solutions Holdings,Energy,0
COMP_0133,United Ventures LLC,Agriculture,0
COMP_0134,Pinnacle Tech Inc,Real Estate,0
COMP_0135,Alpha Associates Ltd,Hospitality,0
COMP_0136,Atlantic Logistics Holdings,Healthcare,0
COMP_0137,Sterling Materials Holdings,Real Estate,0
COMP_0138,Nexus Associates Holdings,Financial Services,0
COMP_0139,Apex Corp International,Agriculture,0
COMP_0140,Nova Services Holdings,Telecommunications,0
COMP_0141,Apex Components Corp,Real Estate,0
COMP_0142,Vertex Partners LLC,Energy,0
COMP_0143,Pacific Associates Corp,Hospitality,0
COMP_0144,Sterling Industries Corp,Transportation,0
COMP_0145,Nexus Energy Co,Hospitality,0
COMP_0146,Integrated Management Group,Transportation,0
COMP_0147,Integrated Med International,Agriculture,0
COMP_0148,Quantum Capital LLC,Mining,0
COMP_0149,Premier Analytics International,Construction,0
COMP_0150,Alpha Networks International,Mining,0
COMP_0151,Alpha Digital LLC,Utilities,0
COMP_0152,Dynamic Networks Group,Mining,0
COMP_0153,Nexus Networks LLC,Energy,0
COMP_0154,Nexus Systems Holdings,Construction,0
COMP_0155,Vanguard Associates Holdings,Technology,0
COMP_0156,Dynamic Enterprises Corp,Transportation,0
COMP_0157,Prime Group Inc,Consumer Goods,0
COMP_0158,Omega Networks Holdings,Manufacturing,0
COMP_0159,American Consulting Holdings,Retail,0
COMP_0160,Vanguard Management Ltd,Telecommunications,0
COMP_0161,Vanguard Components Co,Financial Services,0
COMP_0162,Summit Capital Inc,Retail,0
COMP_0163,Dynamic Partners Corp,Construction,0
COMP_0164,Pinnacle Logistics Inc,Mining,0
COMP_0165,Advanced Materials LLC,Manufacturing,0
COMP_0166,Vanguard Med International,Energy,0
COMP_0167,Summit Corp Ltd,Financial Services,0
COMP_0168,Quantum Associates LLC,Agriculture,0
COMP_0169,Global Devices International,Consumer Goods,0
COMP_0170,Titan Development Group,Consumer Goods,0
COMP_0171,Vertex Tech Inc,Utilities,0
COMP_0172,Atlantic Associates LLC,Energy,0
COMP_0173,Innovative Resources Corp,Utilities,0
COMP_0174,Quantum Development LLC,Energy,0
COMP_0175,Nova Components Inc,Real Estate,0
COMP_0176,Dynamic Instruments Ltd,Telecommunications,0
COMP_0177,Strategic Digital International,Healthcare,0
COMP_0178,Horizon Capital Inc,Agriculture,0
COMP_0179,Elite Industries Co,Technology,0
COMP_0180,Zenith Corp Inc,Technology,0
COMP_0181,Integrated Devices LLC,Consumer Goods,0
COMP_0182,Pacific Services Ltd,Agriculture,0
COMP_0183,Strategic Services LLC,Real Estate,0
COMP_0184,Quantum Tech Ltd,Retail,0
COMP_0185,Apex Devices LLC,Agriculture,0
COMP_0186,Elite Capital Group,Mining,0
COMP_0187,Premier Partners International,Energy,0
COMP_0188,Omega Management Ltd,Retail,0
COMP_0189,Vanguard Power Ltd,Consumer Goods,0
COMP_0190,Premier Systems Inc,Utilities,0
COMP_0191,Innovative Components LLC,Telecommunications,0
COMP_0192,Alpha Corp Ltd,Consumer Goods,0
COMP_0193,Precision Services Ltd,Hospitality,0
COMP_0194,Zenith Bio Corp,Agriculture,0
COMP_0195,Atlantic Industries LLC,Construction,0
COMP_0196,Pacific Logistics Group,Utilities,0
COMP_0197,National Services International,Real Estate,0
COMP_0198,Advanced Industries Co,Technology,0
COMP_0199,Prime Solutions Co,Technology,0
COMP_0200,Nexus Networks Inc,Retail,0
COMP_0201,United Materials Holdings,Manufacturing,0
COMP_0202,Zenith Industries Group,Construction,0
COMP_0203,Premier Power International,Transportation,0
COMP_0204,Atlantic Group Holdings,Construction,0
COMP_0205,Global Management Ltd,Telecommunications,0
COMP_0206,American Systems LLC,Consumer Goods,0
COMP_0207,Zenith Ventures Corp,Technology,0
COMP_0208,Strategic Systems LLC,Telecommunications,0
COMP_0209,Global Bio Corp,Transportation,0
COMP_0210,Pinnacle Group Corp,Transportation,0
COMP_0211,Pinnacle Dynamics Ltd,Healthcare,0
COMP_0212,Paramount Consulting International,Telecommunications,0
COMP_0213,Atlantic Energy LLC,Utilities,0
COMP_0214,Integrated Med Corp,Mining,0
COMP_0215,Advanced Group Inc,Manufacturing,0
COMP_0216,Titan Materials Ltd,Healthcare,0
COMP_0217,Quantum Development Holdings,Construction,0
COMP_0218,Vanguard Power Co,Healthcare,0
COMP_0219,Pacific Digital Corp,Financial Services,0
COMP_0220,Nova Tech International,Construction,0
COMP_0221,Apex Components Corp,Construction,0
COMP_0222,Advanced Services International,Energy,0
COMP_0223,Paramount Devices Ltd,Construction,0
COMP_0224,Pacific Devices LLC,Healthcare,0
COMP_0225,Titan Consulting Inc,Manufacturing,0
COMP_0226,Pacific Logistics Inc,Agriculture,1
COMP_0227,United Solutions Corp,Technology,1
COMP_0228,Atlantic Pharma Ltd,Financial Services,1
COMP_0229,Titan Industries Corp,Telecommunications,1
COMP_0230,Strategic Instruments Ltd,Retail,1
COMP_0231,Strategic Analytics Holdings,Construction,1
COMP_0232,Horizon Ventures Holdings,Mining,1
COMP_0233,Global Power Inc,Agriculture,1
COMP_0234,Vertex Development Ltd,Technology,1
COMP_0235,Premier Devices Holdings,Agriculture,1
COMP_0236,Pinnacle Capital Corp,Utilities,1
COMP_0237,Strategic Development Holdings,Consumer Goods,1
COMP_0238,Omega Energy Group,Technology,1
COMP_0239,Titan Holdings International,Financial Services,1
COMP_0240,Precision Bio Ltd,Consumer Goods,1
COMP_0241,Sterling Services Ltd,Technology,1
COMP_0242,Elite Tech Corp,Healthcare,1
COMP_0243,Elite Management Holdings,Utilities,1
COMP_0244,Premier Solutions Ltd,Mining,1
COMP_0245,Vanguard Med Inc,Utilities,1
COMP_0246,Nova Industries Co,Real Estate,1
COMP_0247,Zenith Industries Inc,Financial Services,1
COMP_0248,Sterling Tech Inc,Mining,1
COMP_0249,Titan Services Ltd,Mining,1
COMP_0250,Elite Digital LLC,Technology,1
COMP_0251,Summit Partners LLC,Retail,1
COMP_0252,Global Devices Group,Consumer Goods,1
COMP_0253,Sterling Analytics International,Hospitality,1
COMP_0254,Pacific Dynamics Holdings,Telecommunications,1
COMP_0255,Global Materials International,Agriculture,1
COMP_0256,Atlantic International Co,Financial Services,1
COMP_0257,Titan Systems Corp,Utilities,1
COMP_0258,National Associates Group,Utilities,1
COMP_0259,Alpha Associates Co,Energy,1
COMP_0260,Sterling Logistics Inc,Consumer Goods,1
COMP_0261,Atlantic Digital International,Construction,1
COMP_0262,Innovative International LLC,Transportation,1
COMP_0263,Sterling Associates LLC,Transportation,1
COMP_0264,Apex Capital Group,Agriculture,1
COMP_0265,Global Analytics International,Utilities,1
COMP_0266,Dynamic Instruments Corp,Technology,1
COMP_0267,Global Logistics Inc,Transportation,1
COMP_0268,Pacific Dynamics LLC,Transportation,1
COMP_0269,Innovative Energy Group,Healthcare,1
COMP_0270,Quantum Industries Inc,Manufacturing,1
COMP_0271,Summit Associates Group,Agriculture,1
COMP_0272,Global Group Corp,Transportation,1
COMP_0273,Titan Components Co,Utilities,1
COMP_0274,United Components LLC,Mining,1
COMP_0275,Integrated Logistics Ltd,Telecommunications,1
COMP_0276,Prime International International,Agriculture,1
COMP_0277,Pacific Group LLC,Consumer Goods,1
COMP_0278,United Partners Corp,Mining,1
COMP_0279,Summit Dynamics Corp,Energy,1
COMP_0280,American Ventures LLC,Retail,1
COMP_0281,Integrated Services Ltd,Financial Services,1
COMP_0282,Titan Components International,Utilities,1
COMP_0283,Atlantic Corp Ltd,Manufacturing,1
COMP_0284,Advanced International International,Financial Services,1
COMP_0285,Apex International Holdings,Manufacturing,1
COMP_0286,Zenith Materials Ltd,Real Estate,1
COMP_0287,Titan Ventures Inc,Retail,1
COMP_0288,Horizon Systems Co,Manufacturing,1
COMP_0289,Omega Tech Ltd,Mining,1
COMP_0290,National Services Co,Transportation,1
COMP_0291,Nova Holdings Inc,Energy,1
COMP_0292,Pinnacle Ventures Corp,Consumer Goods,1
COMP_0293,Vertex Solutions Group,Real Estate,1
COMP_0294,Elite Digital International,Utilities,1
COMP_0295,Titan Corp Corp,Mining,1
COMP_0296,Quantum Services LLC,Retail,1
COMP_0297,Dynamic Networks International,Transportation,1
COMP_0298,Atlantic Bio Ltd,Consumer Goods,1
COMP_0299,Vertex Resources International,Agriculture,1
COMP_0300,American Industries International,Utilities,1
COMP_0301,Apex Capital Group,Transportation,1
COMP_0302,Omega Energy Corp,Manufacturing,1
COMP_0303,National Services Co,Mining,1
COMP_0304,Advanced Corp Corp,Utilities,1
COMP_0305,Advanced Resources Ltd,Technology,1
COMP_0306,Strategic Power Group,Telecommunications,1
COMP_0307,Zenith Partners Inc,Transportation,1
COMP_0308,Pacific Enterprises Group,Consumer Goods,1
COMP_0309,Nova Tech Co,Construction,1
COMP_0310,Vertex Networks Group,Agriculture,1
COMP_0311,Integrated Development Group,Retail,1
COMP_0312,Summit Pharma Ltd,Agriculture,1
COMP_0313,Sterling Components Group,Real Estate,1
COMP_0314,Prime Systems Ltd,Real Estate,1
COMP_0315,Pacific Instruments Inc,Financial Services,1
COMP_0316,Strategic Holdings Inc,Financial Services,1
COMP_0317,Summit Analytics LLC,Transportation,1
COMP_0318,United Enterprises Group,Agriculture,1
COMP_0319,Horizon Management LLC,Technology,1
COMP_0320,Strategic Industries Co,Telecommunications,1
COMP_0321,Pinnacle Med Holdings,Agriculture,1
COMP_0322,Vanguard Power Co,Retail,1
COMP_0323,Strategic Development Corp,Utilities,1
COMP_0324,Vertex Consulting Inc,Manufacturing,1
COMP_0325,Horizon Instruments Holdings,Utilities,1
COMP_0326,Quantum Components Corp,Construction,1
COMP_0327,United Enterprises Inc,Technology,1
COMP_0328,Apex Holdings Holdings,Technology,1
COMP_0329,United Tech Corp,Construction,1
COMP_0330,Paramount Enterprises Group,Financial Services,1
COMP_0331,Pinnacle Solutions Ltd,Financial Services,1
COMP_0332,Omega Components Co,Consumer Goods,1
COMP_0333,Alpha Development International,Mining,1
COMP_0334,Horizon Group Co,Mining,1
COMP_0335,Nexus Tech Holdings,Construction,1
COMP_0336,Atlantic Corp Ltd,Transportation,1
COMP_0337,Dynamic Components International,Consumer Goods,1
COMP_0338,Atlantic Instruments Ltd,Technology,1
COMP_0339,Nexus Tech Co,Real Estate,1
COMP_0340,Global Services Inc,Financial Services,1
COMP_0341,Vertex Resources Inc,Utilities,1
COMP_0342,Titan Tech Co,Retail,1
COMP_0343,Paramount Devices Ltd,Financial Services,1
COMP_0344,Pinnacle Power Co,Construction,1
COMP_0345,Global Instruments LLC,Telecommunications,1
COMP_0346,National Power Corp,Retail,1
COMP_0347,Omega Industries Holdings,Real Estate,1
COMP_0348,Prime Associates Co,Hospitality,1
COMP_0349,Prime Services Co,Agriculture,1
COMP_0350,Sterling Instruments Group,Construction,1
COMP_0351,Sterling Energy Ltd,Mining,1
COMP_0352,Vertex Pharma Group,Construction,1
COMP_0353,Integrated Pharma Ltd,Utilities,1
COMP_0354,Zenith Ventures LLC,Consumer Goods,1
COMP_0355,Quantum Networks Holdings,Technology,1
COMP_0356,Advanced Instruments Ltd,Utilities,1
COMP_0357,Horizon Management LLC,Retail,1
COMP_0358,Premier Holdings LLC,Mining,1
COMP_0359,Vanguard Dynamics LLC,Financial Services,1
COMP_0360,American Partners International,Hospitality,1
COMP_0361,Pinnacle Networks Ltd,Transportation,1
COMP_0362,Prime Group LLC,Financial Services,1
COMP_0363,Prime Ventures Co,Healthcare,1
COMP_0364,Apex Enterprises International,Mining,1
COMP_0365,Pinnacle Associates Ltd,Utilities,1
COMP_0366,National Power Group,Financial Services,1
COMP_0367,Zenith Systems Corp,Construction,1
COMP_0368,Integrated Management International,Retail,1
COMP_0369,Atlantic Pharma International,Financial Services,1
COMP_0370,Advanced Power Holdings,Transportation,1
COMP_0371,Pinnacle Med Corp,Telecommunications,1
COMP_0372,Integrated Digital Inc,Hospitality,1
COMP_0373,Global Med Ltd,Telecommunications,1
COMP_0374,Integrated Materials Co,Telecommunications,1
COMP_0375,Sterling Materials Co,Energy,1
COMP_0376,Pacific Group Ltd,Utilities,1
COMP_0377,Paramount Dynamics International,Manufacturing,1
COMP_0378,Premier Consulting Inc,Telecommunications,1
COMP_0379,Global Pharma Corp,Agriculture,1
COMP_0380,Atlantic Devices LLC,Real Estate,1
COMP_0381,Strategic Management Corp,Real Estate,1
COMP_0382,Omega Analytics Inc,Mining,1
COMP_0383,United Med International,Technology,1
COMP_0384,Vanguard Management International,Mining,1
COMP_0385,Summit Analytics International,Financial Services,1
COMP_0386,Precision Tech Co,Energy,1
COMP_0387,Zenith Partners Corp,Manufacturing,1
COMP_0388,Paramount Services Inc,Utilities,1
COMP_0389,Global Services Co,Retail,1
COMP_0390,United Holdings Co,Healthcare,1
COMP_0391,Zenith Group Inc,Hospitality,1
COMP_0392,Sterling Associates LLC,Manufacturing,1
COMP_0393,Nexus Holdings Co,Construction,1
COMP_0394,Summit Associates Holdings,Construction,1
COMP_0395,Advanced Power Corp,Mining,1
COMP_0396,Horizon Consulting Inc,Hospitality,1
COMP_0397,Prime Solutions International,Retail,1
COMP_0398,American Power Holdings,Mining,1
COMP_0399,Dynamic Analytics Group,Construction,1
COMP_0400,Pacific Components Inc,Technology,1
COMP_0401,Strategic Digital Group,Construction,0
COMP_0402,Nexus Components Ltd,Hospitality,0
COMP_0403,Vanguard Bio Holdings,Agriculture,1
COMP_0404,Vertex Tech Group,Hospitality,0
COMP_0405,United Tech Corp,Utilities,1
COMP_0406,Titan Logistics LLC,Utilities,1
COMP_0407,Paramount Energy LLC,Construction,1
COMP_0408,Precision Med Holdings,Agriculture,1
COMP_0409,Vertex Resources International,Transportation,1
COMP_0410,Horizon Logistics Holdings,Technology,0
COMP_0411,Horizon Associates International,Technology,0
COMP_0412,Prime Services Holdings,Healthcare,0
COMP_0413,Sterling Analytics Ltd,Real Estate,1
COMP_0414,Vanguard Development Co,Healthcare,0
COMP_0415,Integrated Capital Group,Real Estate,1
COMP_0416,Vertex Digital Corp,Healthcare,0
COMP_0417,Nova Dynamics Inc,Consumer Goods,0
COMP_0418,National Logistics Corp,Manufacturing,1
COMP_0419,Dynamic Group Ltd,Financial Services,1
COMP_0420,Advanced Components Inc,Transportation,0
COMP_0421,Prime Logistics Holdings,Telecommunications,1
COMP_0422,Nexus Tech Co,Telecommunications,1
COMP_0423,Innovative Digital International,Healthcare,0
COMP_0424,Pinnacle Systems Co,Technology,1
COMP_0425,Summit Pharma Co,Healthcare,1
COMP_0426,Zenith Networks Ltd,Telecommunications,0
COMP_0427,Alpha Tech Group,Transportation,1
COMP_0428,Advanced Med Group,Financial Services,0
COMP_0429,Zenith Devices International,Financial Services,0
COMP_0430,Dynamic Management Inc,Technology,0
COMP_0431,Sterling Ventures Inc,Construction,0
COMP_0432,Premier Industries Corp,Real Estate,1
COMP_0433,Global Instruments Corp,Mining,0
COMP_0434,Elite Dynamics Co,Financial Services,0
COMP_0435,Dynamic Solutions Inc,Telecommunications,1
COMP_0436,Elite Digital LLC,Technology,0
COMP_0437,Advanced Bio Inc,Utilities,0
COMP_0438,Zenith Power Group,Utilities,1
COMP_0439,Titan Development Inc,Hospitality,1
COMP_0440,Zenith Partners Co,Healthcare,0
COMP_0441,Dynamic Bio Inc,Financial Services,1
COMP_0442,American International Corp,Real Estate,1
COMP_0443,Quantum Enterprises Corp,Technology,1
COMP_0444,Strategic Networks Group,Financial Services,1
COMP_0445,Elite Group International,Telecommunications,0
COMP_0446,Dynamic Associates Corp,Construction,1
COMP_0447,Titan Tech International,Healthcare,0
COMP_0448,Integrated Tech Inc,Healthcare,0
COMP_0449,Pacific Bio Corp,Healthcare,1
COMP_0450,Pacific Dynamics Corp,Technology,0
COMP_0451,Innovative Associates Holdings,Agriculture,1
COMP_0452,Pacific Power Group,Technology,0
COMP_0453,Dynamic Services Co,Construction,1
COMP_0454,Zenith Services LLC,Technology,1
COMP_0455,Global Tech Inc,Mining,1
COMP_0456,National Development Corp,Mining,0
COMP_0457,Nova Group Holdings,Agriculture,1
COMP_0458,Vertex Networks Co,Hospitality,0
COMP_0459,Paramount Corp Ltd,Financial Services,1
COMP_0460,Elite Energy International,Energy,1
COMP_0461,Vanguard Digital LLC,Manufacturing,0
COMP_0462,Advanced International LLC,Transportation,0
COMP_0463,Titan International Co,Healthcare,1
COMP_0464,Paramount Dynamics International,Technology,0
COMP_0465,Premier Industries International,Financial Services,1
COMP_0466,Summit Partners International,Energy,0
COMP_0467,Titan Med Group,Telecommunications,1
COMP_0468,Atlantic Networks International,Manufacturing,1
COMP_0469,Precision Development LLC,Construction,1
COMP_0470,Pacific Bio Group,Real Estate,0
COMP_0471,Summit Med International,Consumer Goods,1
COMP_0472,United Corp Ltd,Mining,0
COMP_0473,Advanced Ventures LLC,Utilities,0
COMP_0474,Zenith Systems International,Utilities,1
COMP_0475,Pinnacle Corp Group,Construction,1
COMP_0476,Paramount Industries Inc,Healthcare,0
COMP_0477,United Bio International,Mining,1
COMP_0478,American Bio Group,Agriculture,0
COMP_0479,Pinnacle Associates Inc,Energy,0
COMP_0480,Titan Power International,Real Estate,0
COMP_0481,Quantum Energy Group,Real Estate,0
COMP_0482,Integrated International Group,Real Estate,1
COMP_0483,Titan Associates Ltd,Mining,1
COMP_0484,Pinnacle Dynamics Holdings,Energy,0
COMP_0485,Summit Med LLC,Healthcare,1
COMP_0486,Innovative Capital Inc,Mining,1
COMP_0487,American Dynamics Group,Financial Services,1
COMP_0488,National Partners Group,Agriculture,1
COMP_0489,Zenith Logistics Corp,Manufacturing,0
COMP_0490,Titan Med Co,Energy,0
COMP_0491,Advanced Capital Inc,Mining,0
COMP_0492,Strategic Associates Inc,Healthcare,1
COMP_0493,National Materials Corp,Energy,0
COMP_0494,Global Systems Ltd,Transportation,1
COMP_0495,Advanced Devices Inc,Utilities,0
COMP_0496,Vanguard Dynamics Holdings,Utilities,0
COMP_0497,Elite Industries Corp,Technology,0
COMP_0498,Prime Holdings Ltd,Construction,1
COMP_0499,Quantum Solutions Ltd,Consumer Goods,0
COMP_0500,Precision Systems LLC,Consumer Goods,1
